Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2015,251286,101 Grand,101 W. Grand Ave.,60654,NEAR NORTH SIDE,Office,"61,971",1872,1,35,"3,009,988","6,043,800",,,,146.1,254.9,148,259,926,14.9,41.891595000000002,-87.631231,"(41.891595, -87.631231)"
2015,251613,SoutHighOccu-CPS,7342 S HOYNE AVE,60636,WEST ENGLEWOOD,K-12 School,"54,740",1988,1,25,"2,173,491","1,515,941",,,,67.400000000000006,153.80000000000001,69.400000000000006,155.9,517,9.4,41.75969491,-87.676276759999993,"(41.75969491, -87.67627676)"
2015,129303,03441-Ashland & Wellington,2940 North Ashland,60657,LAKE VIEW,Supermarket/Grocery Store,"74,182",1982,1,62,"12,389,777","4,816,500",,,,231.9,592.6,234.7,593.20000000000005,"2,745",37,41.935539679999998,-87.668547390000001,"(41.93553968, -87.66854739)"
2015,162430,Providence St Mel School,119 S. Central Park Blvd,60624,EAST GARFIELD PARK,K-12 School,"187,689",1929,1,83,"2,987,454","7,657,008",,,,56.7,92.8,60.1,96.4,"1,007",5.4,41.878835379999998,-87.715547999999998,"(41.87883538, -87.715548)"
2015,172132,Hotel Indigo Chicago Downtown Gold Coast,1244 N. Dearborn Street,60610,NEAR NORTH SIDE,Hotel,"73,450",1926,1,29,"5,175,359","4,144,552",,,,126.9,280.5,126.9,280.5,"1,260",17.2,41.905234299999996,-87.630450289999999,"(41.9052343, -87.63045029)"
2015,251567,PershingWest-CPS,3200 S CALUMET AVE,60644,DOUGLAS,K-12 School,"128,716",1990,1,68,"2,212,541","5,738,677",,,,61.8,100.8,65.8,105.3,749,5.8,41.836491530000004,-87.618190830000003,"(41.83649153, -87.61819083)"
2015,251542,Boone Elemen-CPS,6710 N Washtenaw Ave,60645,WEST RIDGE,K-12 School,"92,344",1938,1,55,"1,810,299","6,923,393",,,,94.6,140.30000000000001,96.4,142.19999999999999,731,7.9,42.003734080000001,-87.697856709999996,"(42.00373408, -87.69785671)"
2015,101852,Sheraton Chicago Hotel & Towers,301 E. North Water Street,60611,NEAR NORTH SIDE,Hotel,"1,158,300",1990,1,35,"77,024,535","33,066,201",,,,95,238.8,95.8,241.3,"17,232",14.9,41.889166950000003,-87.619436719999996,"(41.88916695, -87.61943672)"
2015,113745,The Sexton Condominium Association,360 W. Illinois Street,60654,NEAR NORTH SIDE,Multifamily Housing,"391,514",1915,1,88,"7,985,097","9,836,803",,,,45.5,90.4,46.9,91.7,"2,127",5.4,41.890758050000002,-87.637530560000002,"(41.89075805, -87.63753056)"
2015,175872,Piper's Alley,230 W. North Avenue,60610,LINCOLN PARK,Performing Arts,"137,176",1977,1,,"5,869,902","1,099,712,681",,,,"8,059.6","8,552","8,059.1","8,550.4","59,590",434.4,41.911539380000001,-87.636169089999996,"(41.91153938, -87.63616909)"
2015,101735,71215A STATE STREET,101 and 111 North State Street E,60602,LOOP,Retail Store,"1,841,736",1879,1,87,"64,037,576","42,580,021",,,,57.9,133.5,59.1,134.30000000000001,"15,128",8.1999999999999993,41.88334304,-87.627854569999997,"(41.88334304, -87.62785457)"
2015,175508,8507-Jefferson Park (Elston),5353 N. Elston,60630,JEFFERSON PARK,Supermarket/Grocery Store,"63,165",2013,1,51,"10,671,637","9,743,700",,,,323.2,692.5,324.8,693,"2,662",42.1,41.97887489,-87.757584989999998,"(41.97887489, -87.75758499)"
2015,251743,SouthLoopBrn-CPS,1915 S FEDERAL ST,60616,NEAR SOUTH SIDE,K-12 School,"209,160",2005,1,100,"734,435",,,,,3.5,11,3.7,11.5,148,0.7,41.856190349999999,-87.629097630000004,"(41.85619035, -87.62909763)"
2015,238365,Vision On State Condominium Association,1255 S. State Street,60605,NEAR SOUTH SIDE,Multifamily Housing,"275,971",2007,1,19,"10,476,894","15,482,967",,,,94.1,178.1,96.4,181.5,"2,927",10.6,41.866150179999998,-87.626961460000004,"(41.86615018, -87.62696146)"
2015,251945,916 S Wabash,916 S Wabash,60605,LOOP,College/University,"66,799",1930,1,,"4,522,449","1,236,490",,,,86.2,232,87.9,235.1,974,14.6,41.870305999999999,-87.625910000000005,"(41.870306, -87.62591)"
2015,112638,Juvenile Temporary Detention Center Campus,1100 S. Hamilton Ave.,60612,NEAR WEST SIDE,Mixed Use Property,"1,023,851",1973,3,,"58,188,862","42,827,613",,,,98.7,222.4,101.3,224.1,"13,966",13.6,41.867488000000002,-87.680301,"(41.867488, -87.680301)"
2015,101724,Tribune Tower,435 N Michigan Ave,60611,NEAR NORTH SIDE,Office,"919,420",1925,1,77,"47,817,849","48,963,028",,,,105.3,219.2,108.1,221.5,"12,208",13.3,41.890291849999997,-87.624064140000002,"(41.89029185, -87.62406414)"
2015,251716,Pullman Elem-CPS,11311 S FORRESTVILLE AVE,60628,PULLMAN,K-12 School,"80,075",1909,1,36,"1,315,347","7,172,764",,,,106,145.6,113.9,154.6,645,8.1,41.688690440000002,-87.608831649999999,"(41.68869044, -87.60883165)"
2015,252092,Pullman Park,10808-10830 S. Doty Avenue W,60626,PULLMAN,Retail Store,"66,735",2013,2,,"2,743,625","336,648,267",,,,"5,085.7","5,425.9","5,085.7","5,425.9","18,432",276.2,41.692961320000002,-87.600581509999998,"(41.69296132, -87.60058151)"
2015,251358,Irving Park-CPS,3815 N Kedvale Ave,60641,IRVING PARK,K-12 School,"50,560",1906,1,17,"2,349,684","2,547,972",,,,96.9,198.8,97.8,199.9,607,12,41.950483329999997,-87.730130220000007,"(41.95048333, -87.73013022)"
2015,172670,6560 W Fullerton at Bricktown Square,6560 W Fullerton Ave,60707,BELMONT CRAGIN,Strip Mall,"116,579",1987,1,,"7,001,550","5,422,718",,,,106.6,237.4,107.2,238.1,"1,695",14.5,41.92368914,-87.788827679999997,"(41.92368914, -87.78882768)"
2015,251785,Saint Alphonsus Parish,1429 West Wellington Avenue,60657,LAKE VIEW,Mixed Use Property,"135,434",1918,3,,"1,594,855","8,735,520",,,,76.3,104.7,82,110.9,784,5.8,41.935804709999999,-87.665709829999997,"(41.93580471, -87.66570983)"
2015,251377,HurleyEdward-CPS,3849 W 69th Pl,60629,WEST LAWN,K-12 School,"55,250",1954,1,59,"1,809,210","2,224,067",,,,73,145.1,77.2,150.30000000000001,482,8.6999999999999993,41.766551569999997,-87.719282770000007,"(41.76655157, -87.71928277)"
2015,159002,U.S. Bank -- Pullman Branch,1000 E 111th Street,60628,PULLMAN,Bank Branch,"91,339",1972,1,43,"5,132,678","7,092,099",,,,133.80000000000001,258,136.9,260.2,"1,408",15.4,41.694428889999998,-87.599185199999994,"(41.69442889, -87.5991852)"
2015,251899,Shields Main-CPS,4250 S ROCKWELL ST,60632,BRIGHTON PARK,K-12 School,"128,230",1902,1,70,"3,670,073","5,174,057",,,,69,132.19999999999999,72.599999999999994,136.1,"1,012",7.9,41.816162589999998,-87.690173509999994,"(41.81616259, -87.69017351)"
2015,251871,South Shore-CPS,1955 E 75TH ST,60649,SOUTH SHORE,K-12 School,"213,710",2010,1,72,"7,891,035",,,,,36.9,115.9,36.700000000000003,115.2,"1,585",7.4,41.758830000000003,-87.577162000000001,"(41.75883, -87.577162)"
2015,241892,CityView Condominium Association,440 North McClurg Court,60611,NEAR NORTH SIDE,Multifamily Housing,"506,955",1991,1,60,"10,661,712","29,633,792",,,,79.5,127.4,82.8,130,"3,716",7.3,41.890287540000003,-87.618158309999998,"(41.89028754, -87.61815831)"
2015,251360,Armour Eleme-CPS,950 W 33rd Place,60608,BRIDGEPORT,K-12 School,"112,995",2014,1,55,"1,917,681","3,234,373",,,,45.6,83.3,48.1,86.7,557,4.9000000000000004,41.834087240000002,-87.650063750000001,"(41.83408724, -87.65006375)"
2015,251322,990 West Fullerton Building,990 West Fullerton Ave,60614,LINCOLN PARK,College/University,"91,963",1980,1,,"3,843,304","2,685,832",,,,71,161.9,73.400000000000006,164.4,915,9.9,41.925418000000001,-87.653232000000003,"(41.925418, -87.653232)"
2015,160278,"Fourth Prairie Shores, LLC",2851 S King Drive,60616,DOUGLAS,Multifamily Housing,"289,267",1960,1,38,"4,779,011","27,819,516",,,,112.7,152.9,118.1,158.6,"2,438",8.4,41.842687599999998,-87.616263720000006,"(41.8426876, -87.61626372)"
2015,159494,Presence Resurrection Retirement Community,7262 West Peterson Avenue,60631,NORWOOD PARK,Multifamily Housing,"404,455",1978,4,10,"16,442,701","28,194,299",,,,110.4,200.8,111.9,202.5,"4,801",11.9,41.990913280000001,-87.810672760000003,"(41.99091328, -87.81067276)"
2015,251277,Scientific Games-2718 Roscoe,2718 Roscoe St,60618,AVONDALE,Office,"121,666",2012,1,47,"9,539,662","1,256,078",,,,88.7,257,,,"1,983",16.3,41.942829000000003,-87.696214999999995,"(41.942829, -87.696215)"
2015,239739,1212 Lake Shore Drive Condominium,1212 N Lake Shore Drive,60610,NEAR NORTH SIDE,Multifamily Housing,"381,912",1969,1,23,"19,050,708","3,878,432",,,,60,167.3,62.7,173.8,"4,034",10.6,41.904561870000002,-87.625502690000005,"(41.90456187, -87.62550269)"
2015,251442,Hinton Eleme-CPS,646 W 71st St,60621,ENGLEWOOD,K-12 School,"71,892",1965,1,83,"1,249,805","3,122,029",,,,60.8,100.2,64.5,104.3,417,5.8,41.765584629999999,-87.641371849999999,"(41.76558463, -87.64137185)"
2015,156373,225 W. Ohio,225 W. Ohio,60654,NEAR NORTH SIDE,Office,"60,892",1907,1,90,"1,939,381","1,217,218",,,,51.8,121,53.2,121.8,454,7.5,41.892343160000003,-87.635340549999995,"(41.89234316, -87.63534055)"
2015,242605,850 Dewitt Place Condominiums,850 N Dewitt Place,60611,NEAR NORTH SIDE,Multifamily Housing,"263,000",1957,1,75,"3,552,844","17,126,205",,,,78.599999999999994,110.8,82.4,114.8,"1,624",6.2,41.898256920000001,-87.620732419999996,"(41.89825692, -87.62073242)"
2015,250147,820 W. Jackson LLC,820 W. Jackson,60607,NEAR WEST SIDE,Office,"175,086",1915,1,40,"15,352,219",,,,,87.7,275.3,87.7,275.3,"3,085",17.600000000000001,41.878269500000002,-87.648083959999994,"(41.8782695, -87.64808396)"
2015,243345,Shoreline Towers CA,6301 N Sheridan Road,60660,EDGEWATER,Multifamily Housing,"482,834",1970,1,46,"9,278,405","34,689,882",,,,91.1,135.80000000000001,92.4,137.19999999999999,"3,707",7.7,41.996686920000002,-87.654748889999993,"(41.99668692, -87.65474889)"
2015,157767,Roosevelt Hi-CPS,3436 W WILSON AVE,60625,ALBANY PARK,K-12 School,"319,900",1927,1,83,"6,469,879","14,441,440",,,,65.400000000000006,110.9,66.3,112.1,"2,067",6.5,41.965013249999998,-87.714512679999999,"(41.96501325, -87.71451268)"
2015,103766,640 N LaSalle,640 N LaSalle Dr,60654,NEAR NORTH SIDE,Office,"282,343",1969,1,68,"21,248,769","3,319,520",,,,87,248.7,88.1,250.9,"4,446",15.7,41.893614890000002,-87.633421510000005,"(41.89361489, -87.63342151)"
2015,251610,Goudy Elemen-CPS,5120 N Winthrop Ave,60640,UPTOWN,K-12 School,"98,019",1938,1,96,"751,767","5,314,707",,,,61.9,81,66.400000000000006,85.8,433,4.4000000000000004,41.97579494,-87.658068630000002,"(41.97579494, -87.65806863)"
2015,126411,Jenel Management Corp,25 E. Oak St.,60611,NEAR NORTH SIDE,Retail Store,"51,000",1992,1,,"3,234,750",,,,,63.4,199.2,64,200.9,650,12.7,41.900708850000001,-87.627290579999993,"(41.90070885, -87.62729058)"
2015,175365,College of Education Building,2247 N. Halstead Ave.,60614,LINCOLN PARK,College/University,"51,170",2000,1,,"4,041,589","1,440",,,,79,248,80.3,252,812,15.9,41.922663290000003,-87.648639000000003,"(41.92266329, -87.648639)"
2015,251720,Lafayette El-CPS,2714 W Augusta Blvd,60622,WEST TOWN,K-12 School,"197,400",1893,1,79,"2,945,592","9,444,270",,,,62.8,97.1,65.900000000000006,100.4,"1,093",5.5,41.89953285,-87.695018869999998,"(41.89953285, -87.69501887)"
2015,251622,Galileo Scho-CPS,820 S Carpenter St,60607,NEAR WEST SIDE,K-12 School,"102,703",1894,1,57,"2,002,074","5,828,393",,,,76.2,120.8,81.099999999999994,126.5,712,6.9,41.870844499999997,-87.653743210000002,"(41.8708445, -87.65374321)"
2015,135060,American Library Association,40-50 E. Huron,60611,NEAR NORTH SIDE,Office,"104,122",1960,2,,"6,094,282","34,812",,,,58.9,184.1,60.4,189,"1,226",11.8,41.894924000000003,-87.626552000000004,"(41.894924, -87.626552)"
2015,252112,Pete's Cermak,2526 W. Cermak,60608,SOUTH LAWNDALE,Supermarket/Grocery Store,"74,000",2006,1,50,"11,684,524","9,375,001",,,,284.60000000000002,628.79999999999995,287.39999999999998,628.9,"2,846",38.5,41.853288800000001,-87.689288849999997,"(41.8532888, -87.68928885)"
2015,241820,Park Millennium Condominium Association.,222 N. Columbus Drive,60601,LOOP,Multifamily Housing,"707,111",2002,1,18,"24,305,570","35,681,306",,,,84.8,160.9,88,164.3,"6,779",9.6,41.886581110000002,-87.621525610000006,"(41.88658111, -87.62152561)"
2015,102309,Schurz High-CPS,3601 N MILWAUKEE AVE,60641,IRVING PARK,K-12 School,"455,800",1910,1,81,"12,184,914","26,487,595",,,,84.8,145,86.7,146.9,"3,855",8.5,41.947507549999997,-87.735506000000001,"(41.94750755, -87.735506)"
2015,252066,The Park Monroe Condominium Homes Association,65 E. Monroe St.,60603,LOOP,Multifamily Housing,"480,820",2009,1,12,"23,020,757","4,418,950",,,,57.1,160,58.9,164.9,"4,860",10.1,41.880771000000003,-87.625597999999997,"(41.880771, -87.625598)"
2015,125763,4235,7050 S Pulaski,60629,WEST LAWN,Retail Store,"96,268",1977,1,61,"4,967,715","2,602,700",,,,78.599999999999994,190.4,80.3,191,"1,136",11.8,41.763487150000003,-87.723903530000001,"(41.76348715, -87.72390353)"
2015,250009,Malcolm X College,1900 West Van Buren Street,60612,NEAR WEST SIDE,College/University,"541,575",1971,1,,"25,403,152","29,511,031",,,,101.4,204.5,105.5,208.1,"6,671",12.3,41.876251000000003,-87.674126999999999,"(41.876251, -87.674127)"
2015,250134,231 South LaSalle,231 S. LaSalle Street,60604,LOOP,Office,"1,129,407",1924,1,88,"42,214,492","28,725,178",,"23,637,122",,83.7,165,84.7,166.1,,,41.878681360000002,-87.63229063,"(41.87868136, -87.63229063)"
2015,251474,Audubon Elem-CPS,3500 N Hoyne Ave,60618,NORTH CENTER,K-12 School,"72,489",1893,1,90,"1,197,083","3,913,537",,,,70.5,108.5,74.8,113.1,448,6.2,41.945413940000002,-87.681454009999996,"(41.94541394, -87.68145401)"
2015,250126,DCAM,5758 S. Maryland Ave.,60637,HYDE PARK,Ambulatory Surgical Center,"538,062",1996,1,,"56,808,367",,"51,389,758",,,201.1,446.4,201.1,446.4,"14,826",27.6,41.790217560000002,-87.605507979999999,"(41.79021756, -87.60550798)"
2015,175992,Halsted Pershing,815 W. Pershing Rd.,60609,NEW CITY,Other,"104,008",2009,1,,"2,137,908","3,529,977",,,,54.5,100.2,57.3,103.1,617,5.9,41.822996869999997,-87.647413650000004,"(41.82299687, -87.64741365)"
2015,221086,1500 Lakeshore Drive Building Corp.,1500 Lakeshore Drive,60610,NEAR NORTH SIDE,Multifamily Housing,"287,158",1928,1,53,"6,259,246","18,606,221",,,,86.6,136.5,91.3,141.30000000000001,"2,246",7.8,41.909810669999999,-87.626746150000002,"(41.90981067, -87.62674615)"
2015,251950,McLean,5824 S. Ellis Ave.,60637,HYDE PARK,Laboratory,"110,070",1953,1,,"8,465,657",,"20,238,300",,,260.8,462.7,264.7,467.4,"3,045",27.7,41.789752,-87.601271999999994,"(41.789752, -87.601272)"
2015,240752,200 N. Dearborn CA,200 N. Dearborn Street,60601,LOOP,Multifamily Housing,"359,953",1989,1,10,"11,978,389","26,112,829",,,,105.8,180.7,109.9,184.4,"3,794",10.5,41.886039879999998,-87.62982289,"(41.88603988, -87.62982289)"
2015,251649,RyderWilliam-CPS,8716 S WALLACE ST,60620,AUBURN GRESHAM,K-12 School,"73,326",1963,1,54,"1,493,316","4,550,457",,,,82.4,129.1,87.4,134.6,542,7.4,41.735261059999999,-87.639514700000007,"(41.73526106, -87.6395147)"
2015,162209,St. Edmund's Episcopal Church,6105 S. Michigan Ave,60637,WASHINGTON PARK,K-12 School,"60,000",1937,1,,"618,164","2,506,397",,,,52.1,76.2,55.3,79.5,257,4.3,41.783502179999999,-87.621639470000005,"(41.78350218, -87.62163947)"
2015,250067,Goldblatts Building,1609 W. Chicago,60622,WEST TOWN,Office,"160,280",1940,1,71,"9,218,569","2,381,819",,,,72.400000000000006,196.2,73.099999999999994,196.2,"1,979",12.3,41.896043689999999,-87.667789799999994,"(41.89604369, -87.6677898)"
2015,103598,222 North LaSalle,222 North LaSalle Street,60601,LOOP,Office,"1,177,218",1986,1,93,"51,123,429",,,,"31,464",43.5,136.4,43.5,136.4,"10,274",8.6999999999999993,41.886515180000004,-87.633244599999998,"(41.88651518, -87.6332446)"
2015,251420,CarsonRachel-CPS,5516 S Maplewood Ave,60629,GAGE PARK,K-12 School,"138,015",1917,1,44,"3,849,872","7,224,675",,,,80.2,142.6,84.3,146.5,"1,157",8.4,41.793297559999999,-87.688376840000004,"(41.79329756, -87.68837684)"
2015,251441,ChavezCesar-CPS,4747 S Marshfield Ave,60609,NEW CITY,K-12 School,"74,108",1993,1,2,"3,439,842","1,923,354",,,,72.400000000000006,173,73.7,172.8,793,10.7,41.807412669999998,-87.665716430000003,"(41.80741267, -87.66571643)"
2015,235845,The Elm at Clark,1122 N Clark St,60610,NEAR NORTH SIDE,Multifamily Housing,"356,786",1989,1,22,"13,276,566","19,115,846",,,,90.8,173.1,94.3,176.8,"3,683",10.3,41.902377749999999,-87.631844839999999,"(41.90237775, -87.63184484)"
2015,251565,DixonArthur-CPS,8306 S St Lawrence Ave,60619,CHATHAM,K-12 School,"101,627",1928,1,97,"1,041,732","3,981,727",,,,49.4,73.3,51.7,75.7,421,4.0999999999999996,41.743321639999998,-87.610619760000006,"(41.74332164, -87.61061976)"
2015,124236,830 North Michigan,830 N Michigan,60611,NEAR NORTH SIDE,Enclosed Mall,"126,000",1966,1,,"12,142,987",,,,,96.4,302.60000000000002,96.4,302.60000000000002,"2,440",19.399999999999999,41.897838919999998,-87.624650180000003,"(41.89783892, -87.62465018)"
2015,251226,325 West Huron Street,325 West Huron Street,60654,NEAR NORTH SIDE,Office,"150,246",1920,1,91,"4,520,378","5,830,022",,,,68.900000000000006,135.19999999999999,71.900000000000006,137.80000000000001,"1,218",8.1,41.894723149999997,-87.636670409999994,"(41.89472315, -87.63667041)"
2015,161901,Higgins C A-CPS,11710 S Morgan St,60643,WEST PULLMAN,K-12 School,"51,303",1950,1,31,"2,059,275","2,762,805",,,,94,182.6,99.1,190.1,561,10.9,41.680917440000002,-87.647444579999998,"(41.68091744, -87.64744458)"
2015,251562,Carroll-Rose-CPS,2929 W 83rd St,60652,ASHBURN,K-12 School,"85,634",1958,1,99,"744,333","1,191,017",,,,22.6,41.9,23.6,42.9,213,2.5,41.742086929999999,-87.696878249999997,"(41.74208693, -87.69687825)"
2015,250018,Douglas Park,1401 South Sacramento,60622,NORTH LAWNDALE,Other - Recreation,"57,379",1928,1,,"1,888,389","4,317,312",,,,108.2,182.3,114,188.5,609,10.6,41.862392900000003,-87.699742529999995,"(41.8623929, -87.69974253)"
2015,160330,Pullman Wheelworks,901 East 104th Street,60628,PULLMAN,Multifamily Housing,"294,300",1920,6,39,"9,145,436","5,529,820",,,,49.9,117.3,51.3,121,"2,131",7.2,41.705411859999998,-87.602265549999998,"(41.70541186, -87.60226555)"
2015,101770,10 and 30 South Wacker,10 South Wacker Drive,60606,LOOP,Office,"2,662,457",1983,1,82,"176,929,840","2,337,183",,,"66,047",67.400000000000006,209.6,68.599999999999994,213.6,"35,677",13.4,41.881607299999999,-87.637517169999995,"(41.8816073, -87.63751717)"
2015,101181,Austin 1900 Building,1900 n. Austin,60639,AUSTIN,Distribution Center,"750,000",1962,1,97,"4,282,401","19,226,407",,,,31.3,44.8,33.1,46.9,"1,882",2.5,41.915519740000001,-87.779173900000004,"(41.91551974, -87.7791739)"
2015,252036,Max Palevsky/Bartlett Commons,1101 East 56th Street,60637,HYDE PARK,Residence Hall/Dormitory,"299,490",2001,2,,"12,093,561",,,,,40.4,126.8,40.4,126.8,"2,430",8.1,41.793197999999997,-87.599626999999998,"(41.793198, -87.599627)"
2015,101969,Chicago Temple Building,77 W. Washington,60602,LOOP,Office,"238,531",1924,1,31,"13,862,874","10,838,467",,,,103.6,230.2,107.7,234.6,"3,361",14.1,41.882855190000001,-87.630615500000005,"(41.88285519, -87.6306155)"
2015,251536,Altgeld Elem-CPS,1340 W 71st St,60636,WEST ENGLEWOOD,K-12 School,"102,616",1905,1,34,"1,904,354","6,681,062",,,,83.7,126.6,89,132.19999999999999,738,7.2,41.765323709999997,-87.658373240000003,"(41.76532371, -87.65837324)"
2015,156414,De Diego Com-CPS,1313 N Claremont Ave,60622,WEST TOWN,K-12 School,"238,557",1891,1,87,"3,322,315","11,165,022",,,,60.7,92.9,64.900000000000006,97.2,"1,261",5.3,41.90580095,-87.685528610000006,"(41.90580095, -87.68552861)"
2015,251911,Cardenas Ele-CPS,2345 S Millard Ave,60623,SOUTH LAWNDALE,K-12 School,"65,670",1973,1,17,"3,946,637",,,,,60.1,188.7,62.3,195.5,793,12.1,41.848379559999998,-87.715707030000004,"(41.84837956, -87.71570703)"
2015,101682,8750 West Bryn Mawr Ave - Triangle Plaza-,8750 West Bryn Mawr Ave,60631,OHARE,Office,"691,766",1985,1,85,"39,221,384","291,229",,,,57.1,178.5,57.2,178.9,"7,896",11.4,41.983051240000002,-87.844276910000005,"(41.98305124, -87.84427691)"
2015,236816,401 East Ontario Condominiums,401 East Ontario,60611,NEAR NORTH SIDE,Multifamily Housing,"450,000",1988,1,88,"6,124,468","22,757,900",,,,64.2,95.8,67.3,98.3,"2,439",5.4,41.893207250000003,-87.616908249999994,"(41.89320725, -87.61690825)"
2015,117535,Parker Eleme-CPS,6800 S Stewart Ave,60621,ENGLEWOOD,K-12 School,"279,300",1930,1,90,"2,716,229","11,312,856",,,,50.2,73.099999999999994,53.4,76.400000000000006,"1,147",4.0999999999999996,41.770875670000002,-87.632748219999996,"(41.77087567, -87.63274822)"
2015,252042,Edelstone Center,6030 South Ellis Avenue,60637,WOODLAWN,Office,"59,741",1966,1,46,"2,273,672",,"4,706,473","1,101,252",,135.30000000000001,232.7,137.6,235.7,827,13.8,41.784889489999998,-87.601495819999997,"(41.78488949, -87.60149582)"
2015,232398,The Carlyle Condominium Association,1040 N. Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,"502,995",1966,1,10,"25,455,564","10,313,361",,,,71.099999999999994,180.4,72.5,184.8,"5,662",11.3,41.902005860000003,-87.624719819999996,"(41.90200586, -87.62471982)"
2015,172610,"Riverpoint Owner, LLC",1730 W Fullerton Ave,60654,LINCOLN PARK,Other,"202,142",1988,3,,"20,840,776","4,381,700",,,,124.8,346.5,124.8,346.5,"4,420",21.9,41.926366229999999,-87.672782549999994,"(41.92636623, -87.67278255)"
2015,231271,(IL345)-Walton On The Park,2 W. Delaware Chicago,60610,NEAR NORTH SIDE,Multifamily Housing,"370,476",2010,1,34,"13,526,785","19,300,396",,,,88.6,169.3,91.7,172.6,"3,743",10.1,41.899403890000002,-87.628768600000001,"(41.89940389, -87.6287686)"
2015,251623,Brunson Math-CPS,5600 W Iowast,60651,AUSTIN,K-12 School,"102,700",2000,1,22,"5,076,162","3,795,360",,,,86.4,194,89,196.8,"1,222",11.9,41.896695999999999,-87.765572000000006,"(41.896696, -87.765572)"
2015,250017,Humboldt Park,1440 North Sacramento,60622,NORTH LAWNDALE,Other - Recreation,"57,229",1928,1,,"2,506,746","4,593,224",,,,124.1,221.8,130.6,228.7,748,13.1,41.906756000000001,-87.701357000000002,"(41.906756, -87.701357)"
